bin,bid,YearBuilt,BuildingType,NumberofFloors,PropertyGFATotal,SiteEnergyUse(kBtu),geometry,Building Age,Total Carbon
27679,221685003,1977,Residential,4,35835,744647.0,POINT (545952.3094248621 5278022.9631837625),45,80332.55285901595
27680,221685074,1968,Residential,4,30000,661870.0,POINT (545684.7958620919 5277948.61306558),54,71402.56626401085
27681,221685011,1968,Residential,4,25959,609761.0,POINT (545686.0614048404 5277883.047229113),54,65781.04492983445
27682,221685092,1968,Residential,4,25326,585972.0,POINT (545668.2828816219 5277851.7870309595),54,63214.6865077054
27683,221685071,1967,Residential,4,37086,925307.0,POINT (545632.533596251 5277813.717277298),55,99822.1620288774
27684,221685072,1969,Residential,4,56104,1526061.0,POINT (545733.5803968596 5277856.745460837),53,164631.53138142335
27685,221685037,1968,Residential,4,23705,1286370.0,POINT (545797.8130824032 5277806.123554251),54,138773.65519669367
27690,221685007,1968,Residential,5,44687,1233863.0,POINT (545787.1153501142 5277924.9649715),54,133109.19760407816
27691,221685090,1973,Residential,5,32441,675878.0,POINT (545901.8766995008 5277656.896865065),49,72913.74995299247
27694,221685077,1974,Residential,4,29588,802788.0,POINT (545927.1261518673 5277788.247573212),48,86604.80663265105
27696,221685034,1974,Residential,4,34602,817914.0,POINT (545972.192288346 5277787.491826782),48,88236.60021342887
27699,221685052,1980,Residential,4,45057,1088374.0,POINT (545962.589194058 5277957.468520927),42,117413.83754366652
27701,221685005,1968,Residential,4,32452,378087.0,POINT (545856.6870121479 5277673.212548977),54,40788.04307652722
27704,235230324,1988,Commercial,2,32961,1266998.0,POINT (550871.2023821338 5285317.360028018),34,136683.8029392014
27706,235228212,1967,Residential,4,24800,726696.0,POINT (551104.9512764525 5285432.783400039),55,78395.99814735768
27707,1212076264,1986,Residential,3,28470,698828.0,POINT (551055.6581740179 5285409.008710727),36,75389.5970162512
27721,34151528,2004,Institutional,1,27376,1493471.0,POINT (548406.8562855019 5281769.598843419),18,161115.7206715496
27734,765168287,1969,Residential,4,24444,574578.0,POINT (546256.5958173823 5276776.09849235),53,61985.50125982872
27736,222155694,1978,Residential,4,27997,722331.0,POINT (545219.4319130479 5277143.62279947),44,77925.10174513004
27738,234930316,1969,Residential,3,25268,502494.0,POINT (548704.0414780184 5278812.245521395),53,54209.07600022342
27744,234930322,1990,Residential,4,45111,792111.0,POINT (548823.74478527 5278864.375883311),32,85452.97137799251
27760,234931731,1995,Residential,4,66300,775668.0,POINT (549026.7077078515 5278748.266924673),27,83679.0997761989
27774,217606464,2002,Residential,4,183524,3285588.0,POINT (548658.1966511576 5282137.370202775),20,354449.3856591761
27815,229911083,1989,Residential,5,38560,859029.0,POINT (552015.0012295361 5274067.134405144),33,92672.08831826034
27821,77303389,1996,Commercial,1,44755,17993988.0,POINT (551228.821381285 5284229.028177757),26,1941192.259089876
27829,206624476,1920,Commercial,2,21228,594317.0,POINT (551370.4249983983 5273616.832422063),102,64114.94549432387
27830,162041797,1920,Commercial,3,23422,2003562.0,POINT (551410.9961337512 5273618.301561121),102,216144.36138373715
27836,160192932,1926,Residential,3,40112,1572460.0,POINT (551768.7628432561 5273869.324344667),96,169637.05765105912
27838,20110739153,1998,Commercial,5,53034,4335443.0,POINT (551778.3925357099 5273800.499099019),24,467707.7916982822
27847,228850731,1940,Educational,1,57048,2318650.0,POINT (551907.5394320005 5273560.459988545),82,250136.0694215613
27863,228856756,1929,Residential,4,23616,1694006.0,POINT (551870.8145869114 5273380.075944751),93,182749.44576220703
27868,228850716,1988,Residential,4,28080,701585.0,POINT (551912.6013246266 5273667.205630105),34,75687.02230398123
27870,161615722,1910,Residential,3,20509,638162.0,POINT (551506.0389976501 5273749.181749913),112,68844.94612563448
27873,206623409,1910,Residential,6,74725,3547955.0,POINT (551361.17925497 5273727.897213627),112,382753.5497744703
27874,206623435,1958,Commercial,2,61880,398105.0,POINT (551404.9907779199 5273702.71976825),64,42947.58584394827
27880,206051296,1940,Residential,5,50356,6600080.0,POINT (550918.8054089227 5273867.394658007),82,712016.9361774558
27884,223485025,2006,Residential,6,65826,2197950.0,POINT (551384.5841094877 5279249.8750707805),16,237114.947829608
27886,223485023,2001,Residential,6,91916,1899578.0,POINT (551352.2268697014 5279172.897826732),21,204926.5626462254
27888,824193375,2000,Residential,5,33480,953398.0,POINT (551352.1135830239 5279100.651126205),22,102852.62041031534
27891,223485022,1924,Commercial,2,21600,3052245.0,POINT (551267.437433744 5279166.5928294705),98,329276.3320085452
27895,223486021,2003,Residential,4,24722,648200.0,POINT (551270.7114580947 5279476.722474666),19,69927.84603068855
27902,215489691,1997,Residential,4,43422,873679.0,POINT (550580.8853280338 5278162.485354824),25,94252.5309969854
27922,228855105,1951,Commercial,2,76127,2339226.0,POINT (551707.2344799372 5273604.249813671),71,252355.80925483408
27926,229911138,2008,Residential,7,101530,4567260.0,POINT (551660.3784260214 5273718.315118579),14,492716.2203982144
27929,229910939,1962,Residential,4,26172,788824.0,POINT (551677.9365015654 5273941.874995375),60,85098.36966570791
27937,217606437,1985,Residential,4,26112,610421.0,POINT (548504.483575599 5282391.723653975),37,65852.24576041181
27947,66811710,1929,Commercial,1,37700,4142400.0,POINT (550989.9340478778 5275615.236912088),93,446882.30391472427
27950,224430117,1980,Residential,5,62093,1511005.0,POINT (546967.3892326506 5276469.469009564),42,163007.28940388854
27951,76345229,1956,Residential,4,23856,700941.0,POINT (553700.0440660291 5272008.415111174),66,75617.54755414512
27953,236754232,1998,Residential,7,69272,2451473.0,POINT (550561.079946207 5273607.533299084),24,264465.0208151653
27955,203176926,1925,Educational,2,27273,2113374.0,POINT (552256.8653133635 5276593.442541509),97,227990.8850312564
27962,221409785,2000,Residential,4,45579,920316.0,POINT (551591.3208381828 5284971.37193878),22,99283.73271764758
27969,229911181,2004,Residential,6,97229,5187250.0,POINT (551876.3017053979 5273861.3887361735),18,559600.770321952
27970,229911174,1969,Residential,7,72716,3684693.0,POINT (551865.8996989307 5273932.429900805),53,397504.85154945374
27982,99074107,1982,Commercial,3,25111,828709.0,POINT (549397.1059966384 5283053.897666102),40,89401.16531355427
27984,222586904,2008,Residential,6,31234,1031035.0,POINT (549394.6810480693 5282986.077183962),14,111228.10356718756
27985,222586864,1987,Residential,3,34023,666728.0,POINT (549435.9374507517 5282987.539428139),35,71926.64752907887
27996,883637504,1951,Residential,4,203155,84370376.0,POINT (545755.9213969114 5265229.821700116),71,9101880.071705185
28001,224177405,1963,Residential,4,22984,799247.0,POINT (545527.6310008814 5265358.07635085),59,86222.80338859878
28002,224177422,1968,Residential,4,26342,598207.0,POINT (545553.3825474653 5265337.159821512),54,64534.59887454506
28007,221200451,2006,Residential,4,29588,1002872.0,POINT (551180.5095931792 5282303.520516071),16,108189.87782241392
28008,521096102,1993,Residential,6,82519,3416945.0,POINT (550857.8100807577 5274225.864283503),29,368620.1849048613
28020,221679312,1953,Commercial,1,20811,1572167.0,POINT (545078.7578333409 5277269.23741331),69,169605.44879748463
28022,218810116,1986,Residential,4,28328,784732.0,POINT (547385.107677854 5283098.276169963),36,84656.92451612819
28025,226306309,1967,Institutional,2,22058,2465596.0,POINT (550962.9861380823 5271391.448885336),55,265988.61070947483
28027,236495756,1998,Residential,6,42188,1483566.0,POINT (546591.7851375667 5270735.823351465),24,160047.16881265736
28029,226137577,1970,Commercial,1,22890,9308101.0,POINT (550878.2291964634 5267917.415245557),52,1004158.3671183249
28035,224176507,1964,Residential,3,26498,753196.0,POINT (545581.0523832666 5265456.2986953845),58,81254.81937508562
28039,224142878,1978,Residential,3,28683,731271.0,POINT (546885.8986599913 5264912.015553467),44,78889.5493593145
28046,219480869,1982,Residential,3,96869,2164266.0,POINT (548845.2898426631 5286303.631585206),40,233481.11634905
28048,222583775,1986,Residential,3,51908,1317745.0,POINT (549865.8269707502 5283955.9726237785),36,142158.3916502772
28049,222583771,1987,Residential,4,46339,1146309.0,POINT (549928.1000917112 5283955.39593048),35,123663.86802775774
28050,222583772,1987,Residential,4,43245,1144876.0,POINT (549914.3107144985 5283988.621750522),35,123509.27592136778
28051,222583821,1989,Residential,4,56800,1867550.0,POINT (549923.8144954664 5284017.601795799),33,201471.3805223888
28053,220820747,1955,Commercial,1,29079,1089537.0,POINT (553292.7533912075 5280774.205147536),67,117539.30203754752
28066,224059933,1982,Commercial,3,28848,795691.0,POINT (554041.1697293071 5275918.388632016),40,85839.1819438516
28067,236666088,1967,Residential,4,42816,1353535.0,POINT (555685.0387709865 5263217.552982268),55,146019.41850840487
28068,231664580,2007,Residential,11,399935,14043510.0,POINT (549739.163943636 5274190.646471335),15,1515014.5094267742
28081,833638316,1988,Commercial,2,23577,1416721.0,POINT (547914.4520275472 5278224.397042012),34,152835.92711577154
28086,1098767448,1985,Commercial,2,46024,11873225.0,POINT (547950.6134032181 5277845.686874024),37,1280884.063078868
28089,231361931,1984,Residential,12,70939,2664982.0,POINT (549576.8744167853 5272949.989080456),38,287498.3816268998
28733,238327131,2008,Residential,7,124642,4967899.0,POINT (550689.895318469 5283488.502207463),14,535937.1742795613
28734,238327122,2008,Residential,7,120520,2927601.0,POINT (550616.9250901421 5283424.511922602),14,315829.7315138689
28874,235232356,1970,Residential,2,30984,796436.0,POINT (551118.256110833 5284346.982742479),52,85919.55257836697
29125,226321730,1908,Residential,7,159840,11257573.0,POINT (550264.1835063011 5272303.448329662),114,1214467.4967961072
29170,226323029,1900,Commercial,3,22168,1504131.0,POINT (550277.8912563582 5272195.755185232),122,162265.72196542055
29310,231977019,1960,Residential,4,21200,604963.0,POINT (552979.41839125 5269820.02308031),62,65263.43646754619
29312,231977022,1960,Residential,4,21200,567482.0,POINT (552979.7815825866 5269780.013789282),62,61219.9844510756
29315,231977025,1960,Residential,4,20365,547988.0,POINT (553025.6383687886 5269699.293601756),62,59116.97082793114
29390,222830381,1925,Residential,8,97923,10372969.0,POINT (551629.1007367494 5278262.828920691),97,1119036.3762929735
29552,235386596,2000,Commercial,11,273185,12724890.0,POINT (550512.6025991231 5271655.39243232),22,1372761.7227359586
29612,203296521,1924,Commercial,3,97500,5321352.0,POINT (554551.5899752536 5279172.001325638),98,574067.7002948112
29788,231753234,1982,Commercial,5,54015,2960403.0,POINT (548058.9798257048 5274814.524307718),40,319368.4127935645
30571,206624498,2007,Residential,3,32881,3071972.0,POINT (551314.0625850102 5273616.335997965),15,331404.4816824844
30847,216579611,2012,Residential,6,198233,4742870.0,POINT (549407.445733412 5278124.620375589),10,511661.0353341126
31167,239818111,2011,Residential,17,176043,6794942.0,POINT (548961.7677346676 5273966.218413552),11,733038.6577652869
31187,311208340,2011,Residential,5,63597,9761198.0,POINT (546211.0739033509 5269816.96770666),11,1053038.4924700172
32454,467061006,1925,Residential,5,37804,2623224.0,POINT (550174.5485401453 5273285.204837205),97,282993.5266522785
33408,37058522,1965,Institutional,1,24697,1795137.0,POINT (552642.0405126866 5285403.164732889),57,193659.46272754116
33747,217499294,2016,Commercial,2,23342,2114654.0,POINT (546934.3703447487 5278794.37014989),6,228128.971490558
34148,231664582,2000,Residential,6,79684,3504442.0,POINT (550287.1912502614 5274167.562741418),22,378059.36531854095
34248,224314340,2004,Residential,4,22625,994902.0,POINT (548167.7329421225 5277472.917215697),18,107330.07385316891
35436,221685035,1970,Residential,5,34480,866554.0,POINT (545846.6513230578 5277803.173606722),52,93483.88566688876
36034,409362334,1996,Commercial,3,45243,16290058.0,POINT (551011.1767150362 5273531.42945741),26,1757372.2117478964
36087,219481118,1984,Residential,4,56800,2092783.0,POINT (548875.3000838117 5286123.824788266),38,225769.52699728863
40027,161503487,2019,Commercial,3,213076,5808234.0,POINT (555326.521465257 5281061.064715431),3,626592.5530117407
40067,226321142,1985,Commercial,6,73102,3713829.0,POINT (550077.6959769744 5272222.93054242),37,400648.0445793058
40388,221685073,1968,Residential,4,24386,599628.0,POINT (545655.5965572633 5277937.269448374),54,64687.89642037908
40529,947291769,1968,Residential,4,35796,1094192.0,POINT (551265.5956469562 5270750.566479044),54,118041.4836532107
41527,231761496,2011,Residential,7,36179,1460546.0,POINT (548558.3351070037 5274221.8124438515),11,157563.77014615558
41927,261316395,2011,Institutional,5,90374,16510559.0,POINT (551824.9690937987 5278108.963454984),11,1781159.8698435656
41987,300848502,2011,Residential,6,290520,7620004.0,POINT (548077.4449564506 5274397.88117986),11,822046.384549878
42070,234829242,2010,Residential,4,88449,3752376.0,POINT (553136.5186901321 5267845.276221312),12,404806.4967251635
42074,221073167,2011,Residential,3,31930,1157191.0,POINT (555413.4506028385 5280839.594656103),11,124837.8186919138
42087,321087127,2011,Residential,6,39636,1653434.0,POINT (551388.4901547759 5279147.654091069),11,178372.53652253238
43247,206048346,1927,Residential,3,29656,899210.0,POINT (550906.3999738138 5274255.186514008),95,97006.8164598202
43948,460348213,1906,Institutional,2,39212,353764.0,POINT (551452.862596368 5265709.551628659),116,38164.07670965829
44187,228868297,2011,Educational,5,140254,3869432.0,POINT (551419.2002915908 5272943.716422694),11,417434.5034282926
45287,52201947,1968,Institutional,1,21400,6371246.0,POINT (552430.5105540412 5272821.5701162405),54,687330.313655724
45927,228887620,2000,Commercial,8,181930,51910136.0,POINT (550877.7819145916 5272539.952810552),22,5600067.876643171
46427,162041792,2012,Residential,6,102696,2971911.0,POINT (551408.5292039961 5273557.14936026),10,320609.89636672265
49693,219480911,2010,Residential,6,375502,16489162.0,POINT (548927.3455812703 5286711.123491485),12,1778851.5604922564
49695,200695156,2012,Commercial,11,526423,15551283.0,POINT (549873.3169040076 5274320.722175408),10,1677673.130520926
49697,226321145,1902,Residential,6,74211,896744.0,POINT (549973.4699624407 5272192.0271753995),120,96740.784265572
49698,234807088,2012,Residential,6,174654,3699928.0,POINT (552004.0193450905 5273950.332561726),10,399148.4040552814
49704,304602764,2012,Residential,6,177528,4321792.0,POINT (547146.0710285141 5279634.12219342),10,466235.1211858401
49706,264409336,2011,Residential,6,153767,4025574.0,POINT (550744.4684735421 5273779.1803393075),11,434279.10962225095
49712,357821824,2012,Commercial,6,202428,9294450.0,POINT (550018.7771400454 5270940.917463399),10,1002685.6966058828
49714,263988788,2012,Residential,6,133706,2824004.0,POINT (551075.5639394122 5272701.732053092),10,304653.68235428666
49717,363391798,2012,Residential,4,43210,2104926.0,POINT (553072.5471333264 5268013.636073488),10,227079.514399866
49719,294097897,2012,Residential,4,74964,2722335.0,POINT (548272.1317237761 5276113.356073821),10,293685.6259240273
49722,767396228,2012,Residential,5,59205,1209194.0,POINT (546860.5039113896 5267795.989472147),10,130447.9047411793
49728,241729443,2012,Residential,24,676169,26890154.0,POINT (549567.0167535219 5273755.7113409275),10,2900911.0593235176
49729,217604471,2012,Residential,7,119219,3046820.0,POINT (549378.8488450162 5274942.262738239),10,328691.08275720844
49730,229841212,2012,Residential,7,334785,8354467.0,POINT (549388.0862314218 5275093.49946243),10,901280.2870170756
49731,455884294,2012,Residential,7,74421,3736806.0,POINT (551596.3384898836 5279586.302394408),10,403126.8044038155
49732,333497358,2013,Commercial,8,330000,58860480.0,POINT (553768.692883171 5278983.543413289),9,6349871.309368132
49733,201041425,2013,Residential,16,194228,6462760.0,POINT (549898.512297544 5272430.348333547),9,697202.8482155087
49734,353740675,2012,Residential,4,31962,1233336.0,POINT (549302.8999754332 5277700.266171763),10,133052.3448196626
49735,605034865,2012,Residential,4,54771,5193588.0,POINT (549131.4858793053 5283764.100501032),10,560284.5140555874
49737,333906054,1918,Commercial,3,43832,3434878.0,POINT (548354.9345364558 5274825.864387968),104,370554.7977756856
49739,231664165,2013,Residential,6,41502,2385528.0,POINT (550174.0135214598 5274307.742741422),9,257350.87115997597
49767,206623291,2013,Residential,7,88974,2878390.0,POINT (550447.7875743147 5273672.127865126),9,310520.846553955
49772,444092514,2013,Residential,4,108872,2457120.0,POINT (549240.849031765 5274912.196979807),9,265074.2194367872
49776,206880345,1988,Commercial,13,386321,14730564.0,POINT (549300.008761259 5273336.650860965),34,1589133.9267775435
49777,513787097,2013,Residential,6,21762,748320.0,POINT (548109.827399387 5274480.396035516),9,80728.79626918367
49778,220803385,2008,Commercial,2,70292,2000214.0,POINT (554759.4710099506 5279980.891176958),14,215783.1789886265
49779,604024046,2013,Residential,6,38407,1475271.0,POINT (552197.9313828731 5272017.007094613),9,159152.30382835533
49781,260791873,2013,Residential,7,51287,3357725.0,POINT (546457.6403721425 5279725.281340438),9,362231.52856123686
49783,512691014,2013,Institutional,8,339591,70708416.0,POINT (549446.6755996662 5274652.747163862),9,7628027.193955376
49784,264999617,2013,Commercial,6,52000,841631.0,POINT (551660.1095640877 5273663.851020294),9,90795.19127222222
49785,296726068,2013,Residential,6,84577,1493138.0,POINT (551224.4806710294 5280548.887200692),9,161079.79661612195
49786,239830837,2013,Residential,8,116049,5272596.0,POINT (549170.3279408625 5273652.320523315),9,568807.900755977
49787,328033761,2013,Residential,4,56184,1288352.0,POINT (547926.2381913476 5278343.420360678),9,138987.47344851846
49788,228886607,2013,Residential,6,31981,1606913.0,POINT (551173.2435942168 5272534.758003949),9,173353.84888724444
49789,239939825,2013,Residential,24,295754,8133156.0,POINT (549522.7211261976 5273661.972437765),9,877405.2460838797
49790,209692614,2013,Residential,6,24457,1138027.0,POINT (550630.7874693231 5274580.666846744),9,122770.405484058
49791,264999536,2013,Residential,6,51424,1427513.0,POINT (551615.7947193827 5273745.706750683),9,154000.16857575797
49793,302922593,2013,Commercial,3,111750,1428432.0,POINT (546829.526858496 5275864.839458911),9,154099.31033833465
49796,321386300,2013,Residential,6,227672,4431580.0,POINT (547772.0099200122 5268381.3245978765),9,478079.0557122474
49798,229721927,2013,Residential,4,28200,821401.0,POINT (549356.3932706122 5278388.715882091),9,88612.77793497934
49800,343303981,2013,Residential,4,83999,2418541.0,POINT (546760.2397924627 5280653.552280131),9,260912.31512944697
49801,222505025,2013,Residential,4,45159,1149818.0,POINT (546789.5856215233 5281764.139414654),9,124042.41911032744
49802,161907007,2013,Commercial,4,62381,2912860.0,POINT (546351.4085832186 5279395.442333002),9,314239.47175092786
49821,600101690,2013,Residential,4,49970,886645.0,POINT (548370.4632671735 5283887.757743343),9,95651.30367769185
49822,359884265,2013,Residential,13,161722,4487422.0,POINT (548668.0620152844 5273680.337615272),9,484103.2932593713
49824,1525540796,2013,Institutional,7,417358,33666768.0,POINT (552344.5084986213 5277706.812960997),9,3631972.49159968
49826,432971337,2013,Residential,4,61558,1464672.0,POINT (552075.6225963843 5274767.899410924),9,158008.8832173105
49827,231761539,2013,Residential,4,29158,820620.0,POINT (548213.4488605036 5274671.311183206),9,88528.52361879611
49828,360786838,2013,Residential,4,87958,3184936.0,POINT (554982.8613965308 5264708.041716063),9,343591.04323603376
49830,206623356,2013,Residential,4,23397,751656.0,POINT (551309.0199029584 5273933.058465334),9,81088.6841037384
49857,174393232,2013,Residential,7,229742,7232299.0,POINT (550277.7122990842 5274656.523650371),9,780220.751187755
49858,295930604,2014,Commercial,2,35780,2703872.0,POINT (550615.977993793 5273603.563885211),8,291693.83662864845
49866,297040965,2014,Residential,4,122941,1970525.0,POINT (551992.1910296639 5271314.948916743),8,212580.32829315425
49867,357821823,2014,Commercial,7,333714,15560838.0,POINT (550017.6935293676 5270804.199382386),8,1678703.9243636031
49868,231658300,2014,Residential,7,145727,3546550.0,POINT (550125.9329277939 5274743.02148167),8,382601.9783093775
49870,570715973,2014,Residential,6,55113,1433488.0,POINT (550809.7553329164 5274652.2466684915),8,154644.75185257586
49873,68665991,2014,Residential,25,237186,12385732.0,POINT (549533.4655830113 5273281.945515978),8,1336173.341982987
49874,238146605,2014,Residential,3,93179,1989754.0,POINT (551045.9709521172 5275393.434676161),8,214654.7537040214
49892,223166843,2014,Residential,7,137068,3593930.0,POINT (546250.4637740783 5267882.264125992),8,387713.3349044624
49893,568043371,2014,Residential,7,103100,1995790.0,POINT (551255.1515302372 5273734.744175703),8,215305.9176636654
49895,383824732,2014,Residential,6,109355,2327266.0,POINT (551310.4600822545 5280332.907502825),8,251065.56390073503
49896,331422724,2014,Residential,7,47343,1421656.0,POINT (549277.349871504 5273616.5462031625),8,153368.31514440692
49897,228722878,2014,Residential,5,78756,2082669.0,POINT (552829.3799116313 5269529.683384266),8,224678.4282087135
49901,300419620,2014,Residential,8,473387,9250982.0,POINT (546752.6769664221 5279726.533271281),8,997996.3667520384
49902,337673344,2014,Residential,6,123075,2938450.0,POINT (551282.9213810886 5273482.686488517),8,317000.1221364961
49918,196614933,2013,Institutional,1,48000,13376600.0,POINT (554908.0408694679 5263698.135488241),9,1443068.2277292637
49920,543601932,2014,Residential,32,434839,10354364.0,POINT (550372.0065192082 5273135.749208077),8,1117029.268031016
49921,233927968,2014,Residential,13,201839,4486242.0,POINT (548969.7673448909 5274087.434332099),8,483975.9948047027
49922,490586222,2018,Residential,41,614765,26043402.0,POINT (549782.5046387006 5273955.387296159),4,2809563.4143340425
49923,190977173,2014,Residential,5,233528,8257818.0,POINT (548334.4607264586 5276116.095879478),8,890853.7884193899
49928,239631181,2014,Residential,7,135643,1163417.0,POINT (548935.8334558173 5273474.737307685),8,125509.47986036036
49943,367894552,1904,Residential,3,43248,4375224.0,POINT (549427.0411913943 5273157.67063239),118,471999.36782131024
49944,231362204,1983,Residential,5,66460,6259498.0,POINT (549522.9325273881 5273106.245945128),39,675274.9342385113
49945,184870422,1989,Commercial,3,197395,4619915.0,POINT (549443.7286844422 5273051.112370799),33,498396.64423768665
49947,300419619,2013,Residential,6,317814,7136262.0,POINT (546950.944234168 5279718.126753141),9,769860.2751784226
49958,226306357,2014,Institutional,1,20993,1397680.0,POINT (550869.256580588 5271535.1202026),8,150781.7831536143
49964,206624503,2014,Residential,7,278554,6848734.0,POINT (551193.695920587 5273544.144102614),8,738841.7412174356
49965,338928171,2014,Residential,5,118344,2631373.0,POINT (547670.5817768056 5274805.776630064),8,283872.64114981645
49966,234829209,2009,Commercial,1,40265,1335110.0,POINT (553110.9365569234 5267928.402840441),13,144031.72865478648
49985,328700549,2014,Commercial,6,593200,15493986.0,POINT (549634.0904854794 5274704.356116346),8,1671491.927506393
49988,431441141,2015,Residential,6,107556,2584934.0,POINT (551117.0323538913 5273544.58280646),7,278862.7996783275
49990,600101672,2015,Residential,4,20128,676958.0,POINT (553026.0298750898 5285406.658010752),7,73030.26040302817
49994,326292530,2014,Residential,26,269065,12154802.0,POINT (548927.6301088309 5273914.804780149),8,1311260.6028841487
49996,570715969,2013,Residential,6,83296,2200490.0,POINT (550571.7529895825 5274889.140703625),9,237388.96314728455
49997,295034144,2014,Residential,4,112264,2677182.0,POINT (546790.6773662285 5277333.870013167),8,288814.5181921179
49998,603557994,2014,Commercial,4,101580,662503.0,POINT (553296.2053625926 5268812.589398679),8,71470.85433333734
49999,436966882,2014,Residential,7,94909,2924409.0,POINT (549042.550942859 5274279.216845378),8,315485.3784059856
50000,249637678,2014,Residential,7,74509,1884166.0,POINT (550163.852418517 5273567.423265056),8,203263.91537219737
50001,323359651,2013,Residential,7,118800,4267555.0,POINT (551520.5332604912 5273724.857650755),9,460384.0311130748
50002,223485020,2014,Commercial,3,122680,2031796.0,POINT (551295.8140123499 5279099.043103355),8,219190.24661180016
50003,222709246,2014,Residential,4,21267,773628.0,POINT (551054.6530299004 5278430.0398308905),8,83459.02448168701
50006,383564793,2014,Residential,6,39286,1446493.0,POINT (546335.0079938504 5279852.121159074),8,156047.73185508914
50010,348719577,2014,Commercial,4,99751,547240.0,POINT (546770.6469025923 5279078.696907624),8,59036.27655327678
50011,171729607,2014,Residential,7,85647,3171310.0,POINT (550810.0636842607 5274272.129233063),8,342121.06972474995
50013,603557989,2014,Residential,4,45892,1410378.0,POINT (553364.0488976955 5268878.785299632),8,152151.64398190443
50014,44598313,2014,Residential,41,499477,18023688.0,POINT (550183.7072547206 5273530.916016779),8,1944396.2964658577
50015,732788410,2014,Residential,6,26198,1416041.0,POINT (552055.9140495604 5282175.692952132),8,152762.56868426758
50017,514316590,2014,Residential,5,70191,2172184.0,POINT (548064.6704148743 5274671.193582797),8,234335.31055588584
50018,216872738,2014,Residential,7,82087,3422710.0,POINT (551063.3027479479 5278984.739574729),8,369242.1133719501
50019,445120464,2014,Residential,8,31990,1094761.0,POINT (548373.4023715616 5274411.444803635),8,118102.86739957207
50021,667932174,2015,Residential,7,33625,1091830.0,POINT (550717.1857915793 5274582.529604792),7,117786.67098378074
50023,234934726,2014,Residential,4,182378,4021810.0,POINT (549237.6303438285 5277780.850618157),8,433873.0491278672
50026,206624494,2015,Commercial,5,37873,2876784.0,POINT (551272.1839298697 5273592.626788695),7,310347.5911995501
50028,604024023,2014,Residential,4,43566,905229.0,POINT (551496.9638841745 5274265.932160933),8,97656.1464586766
50029,239631200,2014,Residential,12,123686,4488006.0,POINT (548805.2236714952 5273634.803303917),8,484166.2952064276
50030,515323163,2015,Residential,6,283479,7234438.0,POINT (553672.5051896025 5267562.309793939),7,780451.5066068535
50031,328504370,2015,Commercial,10,513816,22209732.0,POINT (549390.2411295479 5275282.465825042),7,2395986.9171225806
50033,231664158,2014,Residential,6,81993,3158109.0,POINT (549446.105927122 5274277.069434586),8,340696.9452331561
50034,174333391,2014,Residential,9,253015,7726041.0,POINT (549923.4121399061 5274525.659656147),8,833485.661022504
50037,338426008,2014,Commercial,12,480702,11658216.0,POINT (549580.6648345825 5274448.265763082),8,1257688.8821976392
50040,496468686,2014,Residential,6,116576,3148014.0,POINT (551337.1449722699 5272275.0054919),8,339607.8961654613
50045,338467042,2015,Commercial,12,483397,13642612.0,POINT (549635.9778037539 5274570.997095341),7,1471765.614613428
50046,174393233,2014,Residential,8,142070,3199694.0,POINT (550233.6829114697 5274708.382601425),8,345183.1369597624
50047,49040708429_1,2014,Residential,7,318835,7604264.0,POINT (546461.1261062609 5279570.816386848),8,820348.3526206538
50048,338546128,2015,Commercial,6,185116,17426758.0,POINT (549479.624837436 5275285.447163836),7,1879999.460410475
50054,362653691,2014,Commercial,13,536697,17674138.0,POINT (550049.3576793049 5274560.083770819),8,1906686.8262714315
50055,223357548,2014,Residential,7,42393,1423759.0,POINT (551371.9702360439 5278467.287488281),8,153595.18688183755
50056,496468684,2015,Residential,6,128460,2546349.0,POINT (551285.4350849211 5272342.349570931),7,274700.24809070927
50057,160311202,2015,Residential,40,319481,16267768.0,POINT (549795.8205518307 5273892.147917749),7,1754967.565515215
50061,340368689,2015,Residential,7,91128,2829284.0,POINT (550480.9880945142 5272094.14415302),7,305223.2889989056
50065,367744781,2015,Residential,7,93203,7655013.0,POINT (550896.7715036572 5273722.712230954),7,825823.1570918225
50067,223485226,2016,Residential,4,35780,1336674.0,POINT (551222.8817608261 5279366.26544031),6,144200.4530472456
50070,497330506,2013,Commercial,1,72000,4326146.0,POINT (555404.7778379122 5281119.607145709),9,466704.83090755815
50072,261158780,2015,Residential,6,121218,3018416.0,POINT (545942.27419495 5279864.566943316),7,325626.85792126943
50073,541644903,2015,Residential,7,409825,10938432.0,POINT (546496.6739895309 5267760.849666437),7,1180038.55093051
50075,513506764,2015,Residential,7,260051,6789670.0,POINT (548412.9769529176 5274441.782717176),7,732469.9141610385
50076,565175758,2015,Residential,7,233757,5007298.0,POINT (551298.8109736559 5279014.597649146),7,540187.5402248916
50078,239939829,2015,Residential,20,149976,4501646.0,POINT (549881.2780299766 5274005.135946041),7,485637.7790383601
50081,603557933,2015,Commercial,3,45000,1418329.0,POINT (552142.1050120322 5270777.228709422),7,153009.39823026914
50082,478360815,2015,Residential,4,36685,855041.0,POINT (551617.8626954361 5274784.944344821),7,92241.86269349889
50084,296726067,2015,Residential,7,213952,6079892.0,POINT (551157.1510789664 5280522.730730867),7,655899.0306374809
50086,325094293,2015,Residential,4,51095,3396067.0,POINT (546884.9088089373 5276357.658996066),7,366367.865297597
