bin,bid,YearBuilt,BuildingType,NumberofFloors,PropertyGFATotal,SiteEnergyUse(kBtu),geometry,Building Age,Total Carbon
19936,206081694,1930,Residential,3,29765,1234867.0,POINT (550789.9455694064 5274942.165789687),92,133217.50917059285
19949,221685013,1969,Residential,4,22374,516400.0,POINT (545944.0715145705 5277639.446439353),53,55709.25592447943
19967,226129218,2001,Educational,1,35805,624723.0,POINT (548577.6064343449 5275605.736412541),21,67395.14618301427
19969,235230426,2002,Residential,4,56473,1507403.0,POINT (551523.1586965189 5285214.181785894),20,162618.7054770102
19976,231270774,1968,Residential,8,51490,1682762.0,POINT (546145.2306832572 5265966.428320791),54,181536.4425212797
19986,14772302678,1987,Residential,4,45348,1390462.0,POINT (549806.193035548 5277424.461058129),35,150003.104979209
19988,219481153,1966,Residential,4,31317,703329.0,POINT (548353.8444835055 5286063.885004268),56,75875.16510477962
19990,219480837,1969,Residential,5,91091,2917632.0,POINT (548869.5239518221 5286008.182543072),53,314754.2753320116
19991,219481181,1964,Residential,4,26744,646296.0,POINT (548423.2505732817 5286104.476542143),58,69722.44242247746
19992,219479244,1987,Residential,4,30060,781602.0,POINT (548740.6799846209 5285722.561610479),35,84319.2599711173
20005,223482584,1997,Residential,4,23794,528800.0,POINT (552363.8618200643 5279311.955954892),25,57046.968498963455
20007,1272389403,1988,Residential,4,48996,1674651.0,POINT (547810.1147219996 5263722.48595089),34,180661.42746550235
20009,221906615,2007,Residential,4,37090,949276.0,POINT (545150.1196298274 5278720.235710325),15,102407.93885934573
20017,233269970,1958,Residential,3,32612,873555.0,POINT (545131.4435330543 5270266.43158864),64,94239.15387124056
20021,228743058,1971,Residential,4,58485,2766697.0,POINT (552412.1645210857 5270764.088013465),51,298471.4005392902
20027,223484637,1999,Residential,3,147443,2999735.0,POINT (552188.7377413072 5279164.779396109),23,323611.5507757907
20028,223482727,1988,Residential,4,65103,1571934.0,POINT (552260.758677297 5279004.261885884),34,169580.3127466899
20029,223482579,1921,Commercial,3,21499,566207.0,POINT (552180.6750787914 5279059.116981032),101,61082.43739200568
20037,223482581,1960,Residential,4,21528,783927.0,POINT (552321.5824739991 5278920.336330684),62,84570.08107883306
20045,39904828,1955,Commercial,1,77424,11785611.0,POINT (552859.0049985106 5278942.976587982),67,1271432.2606997676
20056,220911650,1980,Residential,2,321333,7060641.0,POINT (552579.1808059216 5279330.569761119),42,761702.2781949504
20066,1047737986,2021,Residential,7,333773,3495216.0,POINT (552462.9943604646 5279142.793084388),1,377064.0640111063
20072,359931171,1914,Residential,6,36880,2032623.0,POINT (549612.0875901373 5273581.595974324),108,219279.46341011452
20073,359931172,1927,Commercial,4,32356,710137.0,POINT (549630.2371778886 5273568.41298377),95,76609.61246018988
20087,223929021,1978,Commercial,5,43506,3908674.0,POINT (549959.3555835745 5273751.280613749),44,421667.9322063492
20093,232076579,2008,Residential,27,501239,15181805.0,POINT (550086.817029934 5273611.219195566),14,1637813.8267632483
20094,169505841,1970,Residential,23,179745,8621738.0,POINT (550153.9050712187 5273500.650148942),52,930113.4948795692
20100,217270709,1968,Residential,3,60858,2154790.0,POINT (544992.6017300775 5279572.612498586),54,232458.845030033
20112,236497793,1990,Residential,3,28033,911230.0,POINT (547106.8360581545 5269991.9570783),32,98303.53461669906
20120,228735351,1986,Residential,3,39816,1483739.0,POINT (552608.1221610326 5272047.367851392),36,160065.83206067234
20130,222566529,1910,Commercial,2,23931,499678.0,POINT (550403.8777731574 5280477.252905192),112,53905.28578975994
20138,363396306,2010,Residential,6,78005,1934274.0,POINT (553055.3188198128 5269081.591412715),12,208669.5687336687
20141,233323139,1990,Commercial,2,47560,1931948.0,POINT (553199.3924256935 5269036.2212905865),32,208418.63974590664
20145,663022258,2006,Commercial,6,62334,3242217.0,POINT (550725.916534866 5273061.015546037),16,349770.52016982564
20152,234928223,1969,Residential,3,28296,733770.0,POINT (548449.1090643639 5278046.5429550065),53,79159.14159509154
20153,221202845,1982,Residential,4,41664,1100198.0,POINT (550404.9352252267 5282952.514708038),40,118689.4112114648
20162,356674134,2012,Residential,7,67403,5119255.0,POINT (550055.9338557236 5273794.344608773),10,552265.4665717873
20163,223937029,2008,Residential,37,517164,13868075.0,POINT (550091.7467681605 5273824.661657311),14,1496088.5734989836
20164,223929028,1929,Residential,5,30180,3235484.0,POINT (549959.087816427 5273870.204392311),93,349044.16381789005
20166,364222265,1910,Commercial,3,28800,772116.0,POINT (549882.7333221099 5273922.900458797),112,83295.90985163703
20167,223928496,1957,Commercial,2,21600,1747520.0,POINT (549856.0615438601 5273966.019142025),65,188522.5385614762
20168,335665224,1995,Commercial,3,22860,892177.0,POINT (549947.2825191258 5273932.34490991),27,96248.09609398583
20169,234930310,1990,Residential,4,25490,694329.0,POINT (548776.9465904249 5278087.070518656),32,74904.24468781542
20170,203846728,2010,Residential,7,387971,11107936.0,POINT (554199.5707003574 5265083.067555177),12,1198324.6503035214
20179,220816894,1966,Residential,3,25137,748893.0,POINT (553720.6978656291 5279220.956815549),56,80790.6115357304
20182,220794931,1972,Commercial,1,26366,932305.0,POINT (554520.7265102916 5279340.657424516),50,100577.10659309026
20186,231265769,1992,Residential,4,31236,924112.0,POINT (547247.2010147244 5268630.46294435),30,99693.24537351384
20187,412569179,2005,Residential,7,140759,4390542.0,POINT (551588.912493295 5273811.045118034),17,473651.87437098334
20188,329240380,1999,Residential,3,27119,425514.0,POINT (547897.1294960079 5266883.014870656),23,45904.47003378959
20198,938112270,1961,Residential,3,43752,1538594.0,POINT (554601.4979792385 5266049.331421582),61,165983.59200206914
20199,228300538,1968,Residential,3,60270,1465239.0,POINT (554549.2346745315 5266085.521431948),54,158070.05120357926
20207,228302583,1969,Residential,4,34678,1050697.0,POINT (554903.788773312 5265353.055876485),53,113349.24103811536
20210,206625011,2007,Residential,6,145812,4053589.0,POINT (551044.8563675109 5274748.775704515),15,437301.3691201678
20212,160262933,1960,Commercial,4,20539,558601.0,POINT (545953.1609673627 5279626.800981878),62,60261.90175962458
20216,221921969,1926,Commercial,3,48560,3260258.0,POINT (545671.812581516 5279028.84513702),96,351716.7840856535
20217,68304006,1958,Educational,1,38624,1822889.0,POINT (555327.8325384879 5280291.927661194),64,196653.34977327345
20222,206623461,1985,Residential,5,22874,599184.0,POINT (551257.7315783822 5274210.4729606435),37,64639.99767980884
20223,221418967,1965,Residential,3,21469,583081.0,POINT (551576.7143047275 5285518.092286747),57,62902.805293767226
20224,221418976,1984,Residential,4,50252,2050138.0,POINT (551595.0289284464 5285567.160287125),38,221168.98242157325
20228,219671346,1978,Residential,3,22824,582067.0,POINT (548314.6857426327 5284099.584803463),44,62793.41492678926
20230,595700620,1988,Residential,3,57338,1193923.0,POINT (548330.8521186485 5283869.644575354),34,128800.46855368368
20232,223479702,1928,Residential,8,93502,3375762.0,POINT (551624.0237304228 5278835.192028132),94,364177.36095687945
20234,98531503,1909,Residential,4,20260,456817.0,POINT (551592.973835459 5278864.926438117),113,49281.43912403742
20237,98531486,1900,Commercial,3,32960,450071.0,POINT (551546.449691787 5278776.707854455),122,48553.68033149959
20241,98531485,1921,Commercial,3,29636,3698616.0,POINT (551514.2850698176 5278847.557280701),101,399006.86543449736
20242,222834386,1930,Commercial,3,20571,730376.0,POINT (551371.6035754341 5278764.047129965),92,78792.99671784972
20243,517508366,1956,Residential,4,23742,705334.0,POINT (551373.3505083717 5278736.27575805),66,76091.46459766998
20246,223363039,1964,Residential,4,22344,726004.0,POINT (551290.1282837136 5278636.620779826),58,78321.34515529776
20251,223363043,1981,Residential,3,24492,516473.0,POINT (551374.1647742077 5278644.030803612),41,55717.13116786147
20252,223363054,1962,Residential,5,31075,664529.0,POINT (551333.0836509536 5278619.215949217),60,71689.4193072006
20258,866576279,1925,Residential,3,28700,900006.0,POINT (551456.6756413772 5278569.179649182),97,97092.68897669837
20263,98531533,1924,Residential,3,22542,632253.0,POINT (551511.4786014198 5278570.77589871),98,68207.48293187431
20264,223362691,1923,Residential,4,24680,917449.0,POINT (551512.72456827 5278599.6851939885),99,98974.44062482132
20265,223362692,1928,Residential,8,63837,2601887.0,POINT (551512.5901035654 5278699.716479128),94,280691.69010374905
20274,223357809,1964,Residential,4,26639,689378.0,POINT (551505.6355151762 5278467.357319658),58,74370.13057843878
20279,223357800,1963,Residential,4,34735,496074.0,POINT (551456.7206613487 5278479.150851498),59,53516.48610278895
20280,223357802,1963,Residential,4,25568,610335.0,POINT (551454.821751533 5278439.121092277),59,65842.96807642748
20281,223357807,1927,Residential,3,25904,1054803.0,POINT (551442.3711677528 5278403.44395454),95,113792.1965083437
20296,223357557,1941,Residential,3,24548,841708.0,POINT (551274.6082418147 5278523.113975814),81,90803.49803578955
20297,223357549,1970,Residential,9,71827,2067050.0,POINT (551283.2398839068 5278480.95412729),52,222993.4497650953
20304,222834376,2004,Residential,7,169931,3400962.0,POINT (551172.0264107168 5278831.200087205),18,366895.9381243792
20308,222710678,1999,Residential,6,73927,1247770.0,POINT (551166.6315210777 5278419.908441337),23,134609.48540838054
20311,238331440,1971,Residential,5,56319,3147396.0,POINT (548342.5561816758 5282552.649308531),51,339541.2262968297
20312,217360997,1975,Residential,4,30948,740939.0,POINT (545425.8223507529 5279761.591878589),47,79932.53364722671
20316,217332011,1988,Residential,4,39319,994605.0,POINT (545429.1549242269 5279719.382562882),34,107298.03347940912
20320,236503887,1984,Residential,4,41443,1437450.0,POINT (546091.3467305794 5269360.330513403),38,155072.17259613276
20321,221421642,1975,Residential,3,130680,3715118.0,POINT (551672.32425201 5286489.269062678),47,400787.1019590244
20324,221141243,2000,Commercial,2,31386,1620415.0,POINT (552642.3422862918 5281808.627276345),22,174810.44527278337
20330,236755663,1989,Residential,5,140778,2540784.0,POINT (550810.3824332578 5273459.65380786),33,274099.89563288644
20343,231753447,2002,Residential,5,21536,978140.0,POINT (547752.578256689 5274794.222021231),20,105521.78851659628
20360,877680803,1985,Residential,4,39581,824345.0,POINT (546143.8398867949 5265570.747041577),37,88930.37679137297
20361,224437549,1989,Residential,4,23177,439257.0,POINT (547058.6321287028 5276240.134419633),33,47387.06551049392
20362,223782721,1991,Residential,5,54360,1675710.0,POINT (549352.1420304591 5275700.051862714),31,180775.67243456515
20367,236497645,1990,Residential,3,70207,3412112.0,POINT (546990.4608957188 5269968.790000039),32,368098.8006409515
20369,295759253,2012,Commercial,2,84116,6368249.0,POINT (550176.4008416402 5277432.085623233),10,687006.997156875
20372,41842296,1925,Commercial,9,104000,7348538.0,POINT (549603.4194777455 5273540.398294161),97,792760.619893033
20377,1180448797,1981,Commercial,3,58665,4805425.0,POINT (553000.0223403041 5268958.828567751),41,518409.4716322455
20383,231265768,1992,Residential,4,121037,2611023.0,POINT (547251.5283537111 5268560.477149648),30,281677.28220701404
20389,224301061,1984,Residential,4,26568,675674.0,POINT (547318.7038845422 5277977.225580215),38,72891.74242354128
20395,232080842,1900,Commercial,5,39960,1635144.0,POINT (549877.7627082434 5272659.130783735),122,176399.41047516846
20396,357939320,1900,Commercial,5,33300,725456.0,POINT (549887.6668984264 5272643.655122749),122,78262.22688990927
20397,1123129665,1926,Commercial,11,36240,189722.0,POINT (550018.112502075 5272859.283805551),96,20467.21814969808
20398,232080839,1922,Commercial,3,39320,2854362.0,POINT (550216.710915322 5272927.67833607),100,307928.7048007532
20401,171729601,1907,Residential,5,41452,1902030.0,POINT (550335.3208085112 5272770.874059354),115,205191.08451982497
20403,232088567,1916,Residential,3,45320,2751756.0,POINT (550177.9559141841 5272627.251165733),106,296859.5647670833
20407,224050935,2003,Residential,4,42984,1250102.0,POINT (547930.2288525362 5282141.326107829),19,134861.0616764206
20415,231349205,1922,Commercial,2,33462,5228077.0,POINT (546258.6091094832 5268183.5282721035),100,564005.1889734404
20427,450278373,1926,Commercial,2,23315,1139090.0,POINT (546151.6169222483 5267824.798807078),96,122885.0819733061
20428,541741553,1930,Commercial,2,20700,4295511.0,POINT (546159.780587514 5267743.728425658),92,463399.9256882583
20430,231348912,1979,Residential,9,82876,3320649.0,POINT (546204.9244397634 5267742.973983357),43,358231.7679635297
20432,1042734531,2008,Residential,7,177417,11260628.0,POINT (546245.6252062952 5267733.293206836),14,1214797.0703376434
20435,231348913,1946,Commercial,2,25762,1906332.0,POINT (546557.2783402161 5267802.4557114765),76,205655.18447913387
20437,231267054,2010,Residential,7,213016,4879976.0,POINT (546664.5942579054 5267741.071699412),12,526452.0369661453
20440,231266967,1981,Commercial,3,43387,2077999.0,POINT (546763.5889137506 5267779.652470306),41,224174.6283923554
20441,231267047,1960,Residential,2,23983,714979.0,POINT (546865.2701691054 5267858.268307204),62,77131.96764451663
20444,231266960,1963,Residential,4,29351,698111.0,POINT (546896.1118796509 5267858.5158983385),59,75312.24702303304
20445,231266970,2003,Residential,7,106976,3719609.0,POINT (546899.1093770302 5267766.290522074),19,401271.5912470895
20452,229908588,1968,Residential,3,40779,1198711.0,POINT (552383.6737648412 5274269.388778965),54,129316.99821550866
20456,224194231,1965,Residential,3,38328,1324120.0,POINT (547974.4415129697 5276958.9387484),57,142846.12694562683
20472,727051781,2008,Residential,6,193691,6067649.0,POINT (552808.269326996 5285681.434431702),14,654578.2552302706
20480,221662966,1971,Residential,7,86283,3743638.0,POINT (553101.5521798787 5285514.050998611),51,403863.8408803376
20484,741701968,2001,Residential,6,57775,2339176.0,POINT (552891.3878759703 5285366.528148793),21,252350.4152525176
20494,747564396,2013,Educational,1,32590,1371346.0,POINT (553432.1777041557 5286099.504691657),9,147940.87001357702
20496,219481526,1978,Residential,4,73234,1889909.0,POINT (548848.5520284035 5286807.158559318),44,203883.47047826689
20497,223918092,1988,Residential,5,145018,1941328.0,POINT (548790.626980712 5273762.498433934),34,209430.554580476
20503,228735290,1990,Commercial,2,39000,2636276.0,POINT (552259.2223071421 5272224.288022216),32,284401.5770169693
20506,1172625092,1924,Commercial,1,22180,4539350.0,POINT (546102.2367359472 5267599.898547071),98,489705.28830516216
20512,968741684,1980,Residential,3,52166,1330034.0,POINT (552203.8268611506 5272198.2282414045),42,143484.12953961868
20515,11067966154,1971,Educational,1,51704,2044714.0,POINT (551498.2862641016 5270455.856510114),51,220583.8410502828
20519,228629051,1969,Commercial,1,25920,1421775.0,POINT (552149.022941598 5270423.84638674),53,153381.15286992013
20520,228628986,1953,Commercial,1,25480,582340.0,POINT (552186.4694038082 5270440.853061762),69,62822.866179437166
20523,228629022,1961,Commercial,1,29740,664381.0,POINT (552257.90075634 5270441.492351616),61,71673.45306034386
20526,228744676,2009,Commercial,3,38075,2099081.0,POINT (552377.6974029249 5270499.250924051),13,226448.95552907087
20529,228744811,1969,Residential,7,139530,4407586.0,POINT (552651.4702057567 5270326.104063371),53,475490.58188062086
20531,228744819,1970,Commercial,2,39170,3944988.0,POINT (552665.5653785084 5270514.0681510195),52,425585.4882087534
20532,161081947,1977,Institutional,1,36070,1047088.0,POINT (552811.0768496676 5270388.676737127),45,112959.90195091272
20534,231761487,2002,Residential,5,34542,994400.0,POINT (548559.5217371202 5274169.583936427),20,107275.91806991158
20541,234825002,1963,Commercial,2,20047,188115.0,POINT (553225.5138825512 5268728.58499927),59,20293.854915246804
20542,234824777,1968,Residential,3,37080,1222115.0,POINT (552989.7697666169 5268845.366656604),54,131841.8228198009
20552,226179148,1914,Commercial,1,20000,485674.0,POINT (550118.176146264 5269172.338227847),108,52394.53362096365
20564,188785868,2008,Residential,4,84147,1772112.0,POINT (548281.9848452542 5276193.462707269),14,191175.52466080768
20570,224439199,2007,Residential,4,83175,2748135.0,POINT (548274.9890402183 5276131.163079456),15,296468.9311193248
20573,224436893,1948,Institutional,1,27247,2779378.0,POINT (548134.2187721557 5276075.536650706),74,299839.4274067928
20577,223486969,1928,Residential,5,58735,2446722.0,POINT (551632.3789539676 5280008.982367936),94,263952.48271505453
20586,171739218,1928,Residential,3,34455,2425029.0,POINT (551819.9242110738 5274285.466784746),94,261612.24087003185
20597,206047340,1924,Residential,3,24939,619067.0,POINT (550875.6297309921 5274422.748638156),98,66784.97664097544
20604,226137025,1955,Commercial,1,26680,621383.0,POINT (549577.7897776647 5268151.8598531),67,67034.82682827422
20605,228915525,1953,Commercial,1,31521,2996306.0,POINT (548641.6876996411 5268097.306322321),69,323241.63009692734
20613,226177347,1951,Commercial,1,24000,1133400.0,POINT (550032.6895869628 5268703.684360986),71,122271.24450969209
20622,234931679,2012,Residential,5,114461,2864140.0,POINT (549364.6432517346 5278655.537503254),10,308983.5558937617
20624,234934619,2008,Residential,5,40505,827546.0,POINT (549227.715669522 5277976.384380223),14,89275.70081967323
20626,226179144,1975,Commercial,1,49950,339949.0,POINT (550635.8030490414 5269153.464876318),47,36673.713869618245
20644,229839528,1984,Residential,3,66885,1479098.0,POINT (551670.2307851608 5275573.4380485965),38,159565.16076565778
20645,229839650,2001,Educational,3,62078,2738413.0,POINT (552015.8043168278 5275576.513343729),21,295420.1213089107
20653,223928485,2004,Residential,5,62665,1704973.0,POINT (549904.1354663465 5273968.653468366),18,183932.56623030108
20656,206624024,1987,Residential,4,34924,618739.0,POINT (551550.4094339744 5274000.764751009),35,66749.5919857794
20658,226140203,1975,Residential,5,62820,1478775.0,POINT (549086.5886730406 5276900.408407505),47,159530.3155106934
20667,228721660,2003,Residential,4,27076,648120.0,POINT (551600.4117153189 5269876.57811182),19,69919.2156269822
20668,231761605,1999,Residential,6,48150,1246422.0,POINT (548306.8310679222 5274193.04749586),23,134464.06310592854
20710,162041805,1907,Residential,3,25248,2265250.0,POINT (551600.7082868555 5273582.188067435),115,244375.27494757363
20726,226129566,1970,Residential,8,36926,1409241.0,POINT (548362.9469533223 5275399.442311922),52,152028.98436922798
20731,231753136,1928,Residential,3,35070,2621273.0,POINT (548290.4476963077 5275444.410645464),94,282783.05268189
20734,231753220,1928,Residential,3,28940,2616669.0,POINT (548257.7200214337 5275495.266461559),94,282286.3729485896
20735,231753689,1922,Commercial,3,32691,1398383.0,POINT (548220.1113379378 5275500.512334535),100,150857.62282618383
20741,231753721,1977,Residential,6,40758,1598335.0,POINT (548104.7107651298 5275555.131114139),45,172428.45384983122
20743,231753726,1963,Commercial,2,24227,2111179.0,POINT (548200.8886321916 5275553.70317218),59,227754.08832956347
20747,231753243,1910,Residential,4,24540,1097597.0,POINT (548266.5470999388 5275608.708176512),112,118408.81521096214
20749,226129553,1930,Residential,3,37944,4028740.0,POINT (548355.2209939315 5275606.1091698045),92,434620.6578489297
20762,492881129,1999,Residential,13,219874,19020096.0,POINT (548561.9214069635 5273971.764943786),23,2051888.8376687984
20764,226128965,1970,Residential,8,73736,5508232.0,POINT (548465.3177000765 5275195.784955422),52,594228.3233528412
20765,223927921,1981,Residential,33,190610,21060040.0,POINT (549215.9224247024 5273414.853731125),41,2271958.0908980905
20766,219346922,1989,Residential,5,50028,1318817.0,POINT (548345.3433227866 5282488.207265751),33,142274.03905994227
20768,228324984,1956,Commercial,1,27000,613688.0,POINT (552084.8582829562 5265812.958037282),66,66204.68987176982
20770,231753542,1992,Residential,4,42093,1138380.0,POINT (549038.635108543 5275101.662424554),30,122808.48714041228
20777,219474304,1976,Residential,3,27296,617596.0,POINT (548363.7031927338 5285510.45245779),46,66626.28509282494
20785,221081462,1985,Residential,3,30542,910922.0,POINT (555232.980287566 5281189.108203702),37,98270.30756242962
20787,589891570,1989,Residential,4,34368,1052752.0,POINT (548899.7222203264 5285717.229829892),33,113570.93453332216
20788,231753841,1982,Residential,4,59670,1551578.0,POINT (548068.4722204645 5274847.946252219),40,167384.3065236095
20807,217698976,1966,Residential,4,31682,1071989.0,POINT (551572.7199337325 5276658.477867336),56,115646.22298456
20810,238331439,1997,Residential,3,31017,1316009.0,POINT (548756.8016699565 5282191.546891373),25,141971.11188984945
20811,68464355842,1999,Educational,3,95501,3948703.0,POINT (550760.5363836725 5276764.711581177),23,425986.262580867
20818,217599801,1961,Commercial,3,29392,806391.0,POINT (550601.6362134818 5276984.510421132),61,86993.4984395757
20834,217599744,1996,Residential,4,54721,1480120.0,POINT (550593.1116501201 5277101.140309517),26,159675.4141730064
20835,217599812,1989,Commercial,3,76245,2056878.0,POINT (550599.2626447967 5277171.216144525),33,221896.09393383312
20836,217599685,1985,Commercial,5,61493,1578765.0,POINT (550634.1169384749 5277222.646599409),37,170317.24134316572
20837,217598755,2008,Residential,6,165325,3540976.0,POINT (550683.0176052591 5277299.763269441),14,382000.6549311376
20839,349688508,1958,Residential,6,56144,1523248.0,POINT (550727.6668719469 5277261.250751096),64,164328.06481109883
20848,217697364,1926,Residential,3,24367,704925.0,POINT (550941.8506276254 5277418.726222214),96,76047.34165872127
20857,217697022,1997,Residential,3,45580,1325524.0,POINT (550955.7658613843 5277716.721499014),25,142997.59053067327
20858,474077555,2008,Residential,6,35746,1031092.0,POINT (550947.0070974615 5277687.746660919),14,111234.25272982834
20861,234934618,1988,Commercial,3,21118,1819045.0,POINT (549246.4655055325 5277624.209006462),34,196238.65887518332
20875,231355700,2004,Residential,23,248225,18096652.0,POINT (549385.1939524108 5273395.167583153),18,1952267.656166233
20880,218769927,1978,Residential,4,35512,937067.0,POINT (547114.6186587003 5282681.500110738),44,101090.83137371064
20885,218810211,1966,Commercial,2,65636,9073306.0,POINT (547474.3478819118 5283012.309960014),56,978828.6716404236
20916,224050591,1960,Commercial,1,20678,1428528.0,POINT (548274.6428100595 5281604.0023854),62,154109.66682278225
20917,224050792,1922,Commercial,3,28820,3964864.0,POINT (548249.5085443773 5281648.252465994),100,427729.7120095957
20921,234931905,2002,Residential,4,41316,815029.0,POINT (549038.2330158681 5278271.54586078),20,87925.36627976868
20927,236497785,1985,Residential,4,21600,566444.0,POINT (546273.7998690315 5270157.5657341145),37,61108.00496298573
20928,236673576,1954,Commercial,2,27876,3027622.0,POINT (555512.2011819701 5262151.134754936),68,326620.0016277774
20930,226134199,1925,Educational,1,48789,2925278.0,POINT (548902.6186787967 5276267.55101332),97,315579.12616624584
20945,357941382,1902,Residential,6,93433,1771748.0,POINT (549788.0446218689 5272690.596259996),120,191136.25632394385
20967,160978299,1925,Educational,1,33105,2835760.0,POINT (553629.9750099118 5267441.8815548895),97,305921.9201789345
20976,231287077,1977,Commercial,1,22320,1106923.0,POINT (550786.0685952676 5266922.976945504),45,119414.90452302972
20978,231287090,1976,Commercial,1,47105,282740.0,POINT (550806.3742465155 5266837.5719554685),46,30502.004299162112
20979,231287028,1982,Commercial,2,40029,1422553.0,POINT (550697.8494366292 5266857.746621612),40,153465.08354596436
20984,231287038,1970,Commercial,2,28304,1189754.0,POINT (550772.7407099252 5266725.023227945),52,128350.7166405366
20985,231287113,1970,Commercial,1,26400,484365.0,POINT (550817.4021924568 5266694.290997604),52,52253.31864031852
20986,231287115,1968,Commercial,1,27680,1810242.0,POINT (550876.4879731435 5266562.542880167),54,195288.99082734608
20987,231287030,1969,Commercial,2,25872,1363785.0,POINT (550685.203261446 5266667.579227018),53,147125.18898328076
21005,234931590,1958,Commercial,2,21436,369965.0,POINT (549047.5059901794 5278240.503004015),64,39911.84134024019
21023,114293519,1998,Commercial,1,20233,757738.0,POINT (550929.8073794816 5277850.982052982),24,81744.81054551355
21049,234930306,1988,Residential,4,22448,553344.0,POINT (548586.7142765144 5277935.432209181),34,59694.77635607116
21057,117752664,2006,Commercial,4,39926,955157.0,POINT (548737.2770424283 5277802.2038779855),16,103042.38141180867
21070,1456031865,1994,Residential,4,62681,1107456.0,POINT (549043.9988545745 5277943.712690162),28,119472.40458772329
21087,117861645,1990,Residential,7,130983,2981478.0,POINT (549087.1720477899 5277543.949887892),32,321641.9847699557
21088,117861647,1985,Commercial,3,31417,1155696.0,POINT (549151.2407861673 5277516.703851733),37,124676.5380226514
21091,231359962,1909,Residential,8,55882,6063368.0,POINT (549545.5941242863 5273269.82255824),113,654116.4207519345
21094,360929650,1901,Residential,6,40109,1719098.0,POINT (549559.7179475067 5273376.642439376),121,185456.37188470323
21095,360929651,1928,Commercial,6,46580,720517.0,POINT (549571.0948223096 5273364.51314499),94,77729.40734108859
21097,223929020,1916,Commercial,2,25920,214434.0,POINT (549593.0215450985 5273349.139239535),106,23133.149854589123
21098,223928488,1999,Residential,6,139650,4692146.0,POINT (549420.9091500256 5273437.705591262),23,506188.9278641024
21103,358272089,1910,Commercial,8,61721,2476696.0,POINT (549476.9272328205 5273390.388132745),112,267186.07922373066
21104,331422722,1918,Residential,5,32760,1709515.0,POINT (549303.5963551403 5273534.520372879),104,184422.557400729
21106,16069955457,2007,Residential,6,96980,5368212.0,POINT (549365.0599758293 5273553.935301629),15,579122.9592658047
21108,331422723,1919,Commercial,2,25920,1568086.0,POINT (549362.5150919422 5273499.452389658),103,169165.19032841452
21112,332956738,1922,Residential,10,90920,6293008.0,POINT (550364.9885449774 5273339.085542787),100,678889.9945910079
21114,236754261,1954,Residential,19,756740,37894380.0,POINT (550404.6640513476 5273270.5179850105),68,4088047.470022221
21115,333368181,1925,Commercial,4,39760,2963878.0,POINT (550529.3237906188 5273282.71171238),97,319743.295954559
21118,236754237,1925,Residential,5,52620,4365122.0,POINT (550587.4142618272 5273257.6519227),97,470909.5635932911
21124,115577520,1907,Residential,4,36660,994638.0,POINT (548854.0155513845 5277673.141274972),115,107301.59352093798
21125,114913793,2001,Commercial,5,33740,1531109.0,POINT (548847.5135299102 5277731.9942162465),21,165176.10985529394
21129,115576722,1911,Commercial,2,20516,990954.0,POINT (548794.936607322 5277732.664762338),111,106904.16343026064
21133,114913789,1906,Commercial,3,27480,1081477.0,POINT (548804.0916313945 5277626.041142148),116,116669.78886413292
21134,114913799,2002,Residential,6,225145,4068103.0,POINT (548779.6259127271 5277588.046395643),20,438867.14011259214
21138,180162812,1947,Commercial,1,46958,1992225.0,POINT (548694.0582113172 5277671.801175998),75,214921.32529850124
21140,118401143,1984,Commercial,1,26532,560985.0,POINT (548361.466318225 5277839.082364941),38,60519.08779007377
21142,118723273,1969,Commercial,1,30730,2121827.0,POINT (548388.4516883717 5277754.835563107),53,228902.7950628784
21172,224310609,1981,Commercial,2,23600,743723.0,POINT (548414.8090585202 5277384.938264856),41,80232.87169620763
21175,224310540,1991,Residential,4,42705,903604.0,POINT (548373.1064466261 5277432.384435969),31,97480.8413833914
21178,224314323,1989,Commercial,3,26419,1290752.0,POINT (548344.1472694023 5277573.299381289),33,139246.3855597089
21180,324896617,1996,Commercial,3,53108,3428001.0,POINT (548597.2294880899 5277575.406415103),26,369812.90669707867
21181,224314309,1980,Commercial,3,34106,2386494.0,POINT (548427.4397941552 5277491.743523066),42,257455.0832847301
21182,224314305,1980,Commercial,3,34545,1034245.0,POINT (548370.0593613419 5277527.944721779),42,111574.3985159048
21198,223782873,1995,Residential,6,131732,4160774.0,POINT (549379.4708977523 5275932.578693141),27,448864.49188597983
21202,219481511,1970,Residential,3,57247,3021270.0,POINT (548772.9161721763 5286795.407807557),52,325934.7475734934
21203,219481559,2007,Residential,4,95353,1791324.0,POINT (548357.6588733791 5286776.373089383),15,193248.1161108873
21207,219479255,1976,Residential,3,30940,601454.0,POINT (548837.4121700255 5285724.485802276),46,64884.88538497648
21208,220550080,1964,Commercial,2,92080,7538880.0,POINT (549404.2925909932 5285913.786361502),58,813294.7236714553
21213,220549150,1951,Commercial,2,39815,2245423.0,POINT (549185.2151127069 5285392.866614307),71,242236.33726900152
21216,220549207,1970,Institutional,4,25557,1297816.0,POINT (549311.5309998313 5285709.597392501),52,140008.45020697947
21218,220549189,1958,Institutional,2,26994,4407156.0,POINT (549420.978416707 5285539.360196573),64,475444.1934606992
21221,220549028,2009,Commercial,1,20909,1704762.0,POINT (549259.6378075074 5285461.297489162),13,183909.8035405256
21226,219481515,2001,Commercial,2,42793,2073968.0,POINT (548944.2634525675 5286928.004456334),21,223739.76392560176
